pl_hostname,ra,dec,Planet Name,st_dist,pl_orbper,pl_bmassj,st_teff,pl_discmethod,st_optmag,tr_midp_jd,pl_trandur
Kepler-1379,293.670471,41.410248,kepler1379b,951.0,0.88184115,,5188.0,Transit,15.919,2458202.811,0.054379
Kepler-483,291.646758,41.884663,kepler483b,953.0,30.229104,,6346.0,Transit,13.432,2458202.035,0.269408
Kepler-822,292.276118,39.550179,kepler822b,956.0,3.22296927,,5928.0,Transit,14.609,2458201.812,0.119063
Kepler-1383,297.944779,42.191882,kepler1383b,961.0,13.9093583,,6370.0,Transit,13.716,2458202.853,0.27633
Kepler-1355,283.741416,49.067978,kepler1355b,963.0,1.28958811,,5352.0,Transit,15.471,2458201.758,0.059246
Kepler-1355,283.741416,49.067978,kepler1355b,963.0,1.28958811,,5352.0,Transit,15.471,2458203.047,0.059246
Kepler-1355,283.741416,49.067978,kepler1355b,963.0,1.28958811,,5352.0,Transit,15.471,2458201.758,0.059246
Kepler-1355,283.741416,49.067978,kepler1355b,963.0,1.28958811,,5352.0,Transit,15.471,2458203.047,0.059246
Kepler-723,284.830468,44.658142,kepler723b,965.0,4.08227507,,5539.0,Transit,15.198,2458203.141,0.134915
Kepler-818,296.235105,39.370343,kepler818b,967.0,10.03538581,,5638.0,Transit,15.062,2458201.866,0.142437
Kepler-602,296.031983,42.141949,kepler602b,971.0,15.28469497,,6062.0,Transit,14.519,2458203.124,0.24587
Kepler-683,291.439982,37.905656,kepler683b,976.0,2.53918318,,5703.0,Transit,15.026,2458202.045,0.09929
Kepler-1072,292.04438,46.329025,kepler1072b,976.0,1.5690665,,6199.0,Transit,13.93,2458203.025,0.115979
Kepler-14,287.708814,47.33305,kepler14b,980.0,6.790123,8.4,6395.0,Transit,12.128,2458203.186,0.2591
Kepler-738,287.569664,46.567859,kepler738b,992.0,24.58721573,,5327.0,Transit,15.598,2458203.042,0.161121
Kepler-1561,296.923604,43.566467,kepler1561b,993.0,1.00520701,,5957.0,Transit,14.658,2458203.227,0.0675
Kepler-1561,296.923604,43.566467,kepler1561b,993.0,1.00520701,,5957.0,Transit,14.658,2458201.217,0.0675
Kepler-1561,296.923604,43.566467,kepler1561b,993.0,1.00520701,,5957.0,Transit,14.658,2458203.227,0.0675
Kepler-1561,296.923604,43.566467,kepler1561b,993.0,1.00520701,,5957.0,Transit,14.658,2458201.217,0.0675
Kepler-1561,296.923604,43.566467,kepler1561b,993.0,1.00520701,,5957.0,Transit,14.658,2458202.222,0.0675
Kepler-1561,296.923604,43.566467,kepler1561b,993.0,1.00520701,,5957.0,Transit,14.658,2458203.227,0.0675
Kepler-1561,296.923604,43.566467,kepler1561b,993.0,1.00520701,,5957.0,Transit,14.658,2458202.222,0.0675
Kepler-1561,296.923604,43.566467,kepler1561b,993.0,1.00520701,,5957.0,Transit,14.658,2458201.217,0.0675
Kepler-1561,296.923604,43.566467,kepler1561b,993.0,1.00520701,,5957.0,Transit,14.658,2458202.222,0.0675
Kepler-1546,297.583942,41.541227,kepler1546b,994.0,19.5974971,,5623.0,Transit,15.412,2458201.842,0.16954
Kepler-1297,289.956501,47.020393,kepler1297b,996.0,1.68189002,,5818.0,Transit,14.812,2458202.038,0.125
Kepler-1127,293.217384,42.720707,kepler1127b,996.0,5.12330347,,5664.0,Transit,15.162,2458203.013,0.124933
WTS-2,293.732796,36.815491,wts2b,1000.0,1.0187068,1.12,5000.0,Transit,15.9,2458203.161,
WTS-2,293.732796,36.815491,wts2b,1000.0,1.0187068,1.12,5000.0,Transit,15.9,2458202.142,
WTS-2,293.732796,36.815491,wts2b,1000.0,1.0187068,1.12,5000.0,Transit,15.9,2458203.161,
WTS-2,293.732796,36.815491,wts2b,1000.0,1.0187068,1.12,5000.0,Transit,15.9,2458202.142,
Kepler-736,285.391321,46.180939,kepler736b,1007.0,3.60147201,,5217.0,Transit,15.733,2458203.098,0.10508
Kepler-1578,288.302,47.775555,kepler1578b,1016.0,1.45088691,,5545.0,Transit,15.369,2458202.159,0.07421
Kepler-757,296.680438,41.386515,kepler757b,1016.0,1.02267882,,6014.0,Transit,14.803,2458202.211,0.055812
Kepler-757,296.680438,41.386515,kepler757b,1016.0,1.02267882,,6014.0,Transit,14.803,2458201.189,0.055812
Kepler-757,296.680438,41.386515,kepler757b,1016.0,1.02267882,,6014.0,Transit,14.803,2458202.211,0.055812
Kepler-757,296.680438,41.386515,kepler757b,1016.0,1.02267882,,6014.0,Transit,14.803,2458203.234,0.055812
Kepler-757,296.680438,41.386515,kepler757b,1016.0,1.02267882,,6014.0,Transit,14.803,2458201.189,0.055812
Kepler-757,296.680438,41.386515,kepler757b,1016.0,1.02267882,,6014.0,Transit,14.803,2458202.211,0.055812
Kepler-757,296.680438,41.386515,kepler757b,1016.0,1.02267882,,6014.0,Transit,14.803,2458203.234,0.055812
Kepler-757,296.680438,41.386515,kepler757b,1016.0,1.02267882,,6014.0,Transit,14.803,2458201.189,0.055812
Kepler-757,296.680438,41.386515,kepler757b,1016.0,1.02267882,,6014.0,Transit,14.803,2458203.234,0.055812
Kepler-1377,289.195458,46.651703,kepler1377b,1019.0,0.74092842,,5218.0,Transit,15.918,2458202.766,0.046675
Kepler-1377,289.195458,46.651703,kepler1377b,1019.0,0.74092842,,5218.0,Transit,15.918,2458201.285,0.046675
Kepler-1377,289.195458,46.651703,kepler1377b,1019.0,0.74092842,,5218.0,Transit,15.918,2458202.026,0.046675
Kepler-1377,289.195458,46.651703,kepler1377b,1019.0,0.74092842,,5218.0,Transit,15.918,2458202.766,0.046675
Kepler-1377,289.195458,46.651703,kepler1377b,1019.0,0.74092842,,5218.0,Transit,15.918,2458202.766,0.046675
Kepler-1377,289.195458,46.651703,kepler1377b,1019.0,0.74092842,,5218.0,Transit,15.918,2458201.285,0.046675
Kepler-1377,289.195458,46.651703,kepler1377b,1019.0,0.74092842,,5218.0,Transit,15.918,2458202.026,0.046675
Kepler-1377,289.195458,46.651703,kepler1377b,1019.0,0.74092842,,5218.0,Transit,15.918,2458202.026,0.046675
Kepler-1377,289.195458,46.651703,kepler1377b,1019.0,0.74092842,,5218.0,Transit,15.918,2458201.285,0.046675
Kepler-541,294.149669,38.458259,kepler541b,1020.0,5.08005848,,6166.0,Transit,13.281,2458202.785,0.219113
Kepler-642,293.834559,42.624962,kepler642b,1022.0,4.41745855,,6570.0,Transit,13.343,2458202.032,0.123179
Kepler-917,299.05126,47.949284,kepler917b,1027.0,2.97041437,,5418.0,Transit,15.759,2458201.173,0.092338
Kepler-1504,289.711993,50.128212,kepler1504b,1029.0,82.304003,,5393.0,Transit,15.654,2458201.894,0.57679
Kepler-592,285.790685,48.683262,kepler592b,1034.0,2.82019241,,5913.0,Transit,14.665,2458201.886,0.104487
Kepler-565,283.617946,47.196686,kepler565b,1041.0,4.24374723,,5735.0,Transit,15.0,2458202.105,0.14033
Kepler-1334,289.31148,51.320866,kepler1334b,1047.0,15.64591713,,5614.0,Transit,15.241,2458202.107,0.16717
Kepler-412,286.110327,43.680958,kepler412b,1056.0,1.7208604,0.941,5750.0,Transit,13.73,2458201.239,
Kepler-412,286.110327,43.680958,kepler412b,1056.0,1.7208604,0.941,5750.0,Transit,13.73,2458202.96,
Kepler-412,286.110327,43.680958,kepler412b,1056.0,1.7208604,0.941,5750.0,Transit,13.73,2458201.239,
Kepler-412,286.110327,43.680958,kepler412b,1056.0,1.7208604,0.941,5750.0,Transit,13.73,2458202.96,
Kepler-1289,296.388807,41.040571,kepler1289b,1059.0,7.99019627,,6080.0,Transit,14.59,2458201.301,0.13642
Kepler-1415,285.156913,47.873333,kepler1415b,1066.0,0.63642408,,5267.0,Transit,15.744,2458202.816,0.044183
Kepler-1415,285.156913,47.873333,kepler1415b,1066.0,0.63642408,,5267.0,Transit,15.744,2458202.179,0.044183
Kepler-1415,285.156913,47.873333,kepler1415b,1066.0,0.63642408,,5267.0,Transit,15.744,2458202.179,0.044183
Kepler-1415,285.156913,47.873333,kepler1415b,1066.0,0.63642408,,5267.0,Transit,15.744,2458202.816,0.044183
Kepler-1065,294.511258,38.790501,kepler1065c,1078.0,2.37030743,,5635.0,Transit,15.54,2458202.144,0.07687
Kepler-1281,295.354457,48.515404,kepler1281b,1090.0,3.11602791,,5353.0,Transit,15.79,2458201.291,0.07954
Kepler-697,283.86439,41.346458,kepler697b,1091.0,3.70987065,,5513.0,Transit,15.581,2458202.896,0.129
Kepler-1484,292.684285,38.126286,kepler1484b,1095.0,30.4549136,,5730.0,Transit,15.268,2458201.984,0.25596
Kepler-1594,293.62309,47.961914,kepler1594b,1100.0,2.71603809,,5946.0,Transit,14.801,2458202.877,0.07746
Kepler-1138,285.899242,48.307301,kepler1138b,1101.0,3.17060005,,5582.0,Transit,15.353,2458202.86,0.065742
Kepler-619,290.849058,48.416016,kepler619c,1111.0,1.20846503,,5980.0,Transit,14.697,2458202.945,0.062937
Kepler-1373,285.752049,39.249205,kepler1373b,1112.0,1.29123275,,6299.0,Transit,14.135,2458202.11,0.07817
Kepler-1392,288.766976,46.394424,kepler1392b,1117.0,15.1410397,,5479.0,Transit,15.679,2458201.78,0.17817
Kepler-1497,296.19614,45.634331,kepler1497b,1122.0,8.74199772,,5675.0,Transit,15.364,2458202.961,0.17904
Kepler-557,293.708458,41.615135,kepler557b,1126.0,3.70598955,,6068.0,Transit,14.641,2458201.212,0.212663
Kepler-717,292.965535,43.34639,kepler717b,1126.0,4.40840023,,5485.0,Transit,15.662,2458201.279,0.20554
Kepler-1282,290.176173,46.698338,kepler1282b,1126.0,2.13194651,,5504.0,Transit,15.545,2458202.949,0.075746
Kepler-671,294.265808,49.314091,kepler671b,1139.0,4.28095859,,5624.0,Transit,15.356,2458202.773,0.119804
Kepler-685,293.87193,38.422949,kepler685b,1145.0,1.6255222,,5963.0,Transit,15.001,2458202.854,0.0994937
Kepler-685,293.87193,38.422949,kepler685b,1145.0,1.6255222,,5963.0,Transit,15.001,2458201.229,0.0994937
Kepler-685,293.87193,38.422949,kepler685b,1145.0,1.6255222,,5963.0,Transit,15.001,2458202.854,0.0994937
Kepler-685,293.87193,38.422949,kepler685b,1145.0,1.6255222,,5963.0,Transit,15.001,2458201.229,0.0994937
CoRoT-12,100.765677,-1.296439,corot12b,1150.0,2.828042,0.917,5675.0,Transit,15.515,2458202.344,0.10726
Kepler-1372,288.886635,44.83955,kepler1372b,1161.0,1.31155557,,5677.0,Transit,15.371,2458202.766,0.08437
Kepler-1106,291.145201,44.062546,kepler1106b,1168.0,1.25275217,,6104.0,Transit,14.69,2458202.029,0.086479
Kepler-1106,291.145201,44.062546,kepler1106b,1168.0,1.25275217,,6104.0,Transit,14.69,2458203.282,0.086479
Kepler-1106,291.145201,44.062546,kepler1106b,1168.0,1.25275217,,6104.0,Transit,14.69,2458202.029,0.086479
Kepler-1106,291.145201,44.062546,kepler1106b,1168.0,1.25275217,,6104.0,Transit,14.69,2458203.282,0.086479
Kepler-1575,293.74325,45.761597,kepler1575b,1170.0,2.55314213,,5667.0,Transit,15.424,2458202.836,0.07742
Kepler-1573,292.988348,49.48497,kepler1573b,1180.0,2.6157554,,5808.0,Transit,15.18,2458203.288,0.10996
Kepler-677,290.098067,50.321609,kepler677b,1180.0,6.57531678,,5723.0,Transit,15.312,2458202.238,0.178487
Kepler-750,289.096874,44.004379,kepler750c,1181.0,4.08899022,,6160.0,Transit,14.5,2458203.152,0.14438
Kepler-1153,289.147217,45.866181,kepler1153b,1185.0,1.75583533,,5470.0,Transit,15.758,2458202.162,0.075567
Kepler-774,291.03193,38.211956,kepler774b,1190.0,11.0895723,,6403.0,Transit,12.808,2458201.828,0.264217
Kepler-754,293.254104,37.846192,kepler754b,1192.0,14.5596237,,5935.0,Transit,15.16,2458201.198,0.24
Kepler-24,290.413267,38.343754,kepler24c,1200.0,12.3335,1.6,5897.0,Transit,14.925,2458201.963,0.1546
Kepler-1201,294.614827,40.833172,kepler1201b,1202.0,15.18725932,,6177.0,Transit,14.724,2458201.942,0.18783
Kepler-606,292.427378,44.381268,kepler606b,1208.0,24.31575992,,6161.0,Transit,14.686,2458201.773,0.172429
Kepler-1380,288.116053,42.440422,kepler1380b,1209.0,10.3108245,,5570.0,Transit,15.619,2458201.8,0.23513
Kepler-715,283.630767,43.379398,kepler715b,1214.0,10.00652995,,5871.0,Transit,15.063,2458202.052,0.21742
Kepler-1322,293.204521,45.435402,kepler1322b,1217.0,0.96286738,,5488.0,Transit,15.81,2458202.284,0.067696
Kepler-1322,293.204521,45.435402,kepler1322b,1217.0,0.96286738,,5488.0,Transit,15.81,2458203.247,0.067696
Kepler-1322,293.204521,45.435402,kepler1322b,1217.0,0.96286738,,5488.0,Transit,15.81,2458202.284,0.067696
Kepler-1322,293.204521,45.435402,kepler1322b,1217.0,0.96286738,,5488.0,Transit,15.81,2458203.247,0.067696
Kepler-1476,284.532096,43.989956,kepler1476b,1218.0,10.35863224,,5663.0,Transit,15.408,2458203.197,0.10725
Kepler-1427,295.349667,45.114548,kepler1427b,1220.0,0.96897238,,5793.0,Transit,15.415,2458201.797,0.06758
Kepler-1427,295.349667,45.114548,kepler1427b,1220.0,0.96897238,,5793.0,Transit,15.415,2458201.797,0.06758
Kepler-1427,295.349667,45.114548,kepler1427b,1220.0,0.96897238,,5793.0,Transit,15.415,2458202.766,0.06758
Kepler-1427,295.349667,45.114548,kepler1427b,1220.0,0.96897238,,5793.0,Transit,15.415,2458202.766,0.06758
Kepler-728,291.092356,45.115528,kepler728b,1236.0,5.74347727,,5660.0,Transit,15.543,2458201.272,0.143863
Kepler-1618,295.175391,45.930908,kepler1618b,1238.0,6.10826019,,6620.0,Transit,13.606,2458202.258,0.15204
Kepler-1016,294.613645,45.984623,kepler1016b,1239.0,1.95452434,,5821.0,Transit,15.356,2458201.989,0.08733
Kepler-875,297.3013,43.141888,kepler875b,1244.0,27.5073799,,5958.0,Transit,15.219,2458203.202,0.21829
Kepler-688,294.655242,39.308366,kepler688b,1247.0,3.89593684,,5715.0,Transit,15.725,2458202.092,0.097454
Kepler-490,295.025677,46.956005,kepler490b,1249.0,3.26869515,,6045.0,Transit,14.879,2458203.221,0.1438812
Kepler-1399,293.311681,46.041714,kepler1399b,1256.0,1.63865306,,5735.0,Transit,15.49,2458203.268,0.08117
Kepler-1585,296.159005,44.563114,kepler1585b,1269.0,3.5827463,,5538.0,Transit,15.965,2458203.169,0.06421
Kepler-868,282.363512,46.67524,kepler868b,1269.0,5.03251791,,5614.0,Transit,15.695,2458201.209,0.137775
Kepler-729,286.360112,45.414295,kepler729b,1271.0,3.16635371,,5633.0,Transit,15.603,2458201.983,0.137662
Kepler-1290,290.685249,43.859638,kepler1290b,1321.0,4.69500134,,5660.0,Transit,15.711,2458201.796,0.12346
Kepler-666,298.45684,48.791592,kepler666b,1330.0,4.49876092,,5887.0,Transit,15.395,2458202.97,0.159617
Kepler-8,281.288118,42.45108,kepler8b,1330.0,3.5224991,0.59,6213.0,Transit,13.9,2458201.863,
Kepler-1592,293.850646,38.397749,kepler1592b,1349.0,3.05710069,,6213.0,Transit,14.803,2458201.914,0.14679
Kepler-769,292.713101,38.358213,kepler769b,1362.0,7.42608998,,6186.0,Transit,14.818,2458203.25,0.154237
Kepler-1217,289.186676,50.937557,kepler1217b,1363.0,2.03232507,,5905.0,Transit,15.298,2458202.813,0.07158
Kepler-881,288.992588,46.670753,kepler881b,1364.0,4.44448017,,5961.0,Transit,15.216,2458202.044,0.1396
Kepler-1640,294.55789,40.850498,kepler1640b,1379.0,7.5844126,,6324.0,Transit,14.624,2458201.808,0.1588
Kepler-1555,287.635473,45.716061,kepler1555b,1382.0,8.10501635,,5866.0,Transit,15.353,2458202.787,0.18512
Kepler-664,288.754887,48.2262,kepler664b,1386.0,2.52559332,,5754.0,Transit,15.509,2458201.996,0.066175
Kepler-1307,292.86984,46.741859,kepler1307b,1396.0,18.01621096,,5884.0,Transit,15.394,2458203.14,0.1665
Kepler-1360,300.344076,45.623219,kepler1360b,1405.0,40.5286413,,6778.0,Transit,13.913,2458202.791,0.43858
Kepler-1292,284.90572,43.949169,kepler1292b,1406.0,3.27646405,,5556.0,Transit,15.934,2458202.126,0.09467
Kepler-644,295.475743,43.493137,kepler644b,1413.0,3.1739171,,6747.0,Transit,13.949,2458203.233,0.146108
Kepler-1340,296.232807,42.47279,kepler1340b,1421.0,0.66502692,,6331.0,Transit,14.758,2458202.009,0.072433
Kepler-762,291.275634,47.329491,kepler762b,1465.0,3.7705521,,5944.0,Transit,15.439,2458202.789,0.159488
Kepler-703,299.186861,41.742682,kepler703b,1482.0,4.58352176,,6185.0,Transit,15.287,2458202.272,0.11312
Kepler-1211,285.720788,40.856961,kepler1211b,1486.0,11.01816836,,5705.0,Transit,15.832,2458201.204,0.18879
Kepler-1557,293.881413,46.838879,kepler1557b,1532.0,3.74032496,,6099.0,Transit,15.331,2458203.084,0.10163
Kepler-1368,294.766985,41.64468,kepler1368b,1750.0,0.67564949,,5906.0,Transit,15.892,2458203.07,0.079312
Kepler-1603,295.329843,42.534966,kepler1603b,1751.0,2.27163926,,6241.0,Transit,15.332,2458201.914,0.16846
Kepler-493,295.30754,38.881639,kepler493b,1942.0,3.00387658,,6457.0,Transit,14.996,2458202.886,0.135771
Kepler-43,285.240856,46.668255,kepler43b,1950.0,3.0240949,3.23,6041.0,Transit,13.958,2458201.198,
Kepler-435,292.287328,43.197281,kepler435b,2070.0,8.6001536,0.84,6161.0,Transit,13.643,2458201.299,0.3751
Kepler-1239,293.127381,42.320103,kepler1239b,2511.0,5.19104016,,6564.0,Transit,15.438,2458202.233,0.17783
Kepler-49,292.294579,40.591801,kepler49b,,7.2037945,0.98,4252.0,Transit,15.264,2458201.772,0.124
Kepler-225,292.193984,47.457096,kepler225b,,6.738975,,3682.0,Transit,15.962,2458202.985,0.1257
Kepler-237,283.221387,40.421834,kepler237c,,8.103636,,4861.0,Transit,15.289,2458202.781,0.1313
Kepler-233,296.366522,51.319523,kepler233b,,8.472382,,5360.0,Transit,15.339,2458201.25,0.1124
Kepler-228,296.286142,48.224667,kepler228c,,4.134444,,6043.0,Transit,15.714,2458201.902,0.1301
Kepler-228,296.286142,48.224667,kepler228b,,2.566546,,6043.0,Transit,15.714,2458202.77,0.097
Kepler-226,292.376129,47.880989,kepler226d,,8.109044,,5571.0,Transit,15.416,2458201.312,0.1541
Kepler-224,290.934287,47.357601,kepler224d,,11.349393,,5018.0,Transit,15.644,2458201.893,0.1297
Kepler-224,290.934287,47.357601,kepler224c,,5.925003,,5018.0,Transit,15.644,2458202.217,0.1185
Kepler-224,290.934287,47.357601,kepler224b,,3.132924,,5018.0,Transit,15.644,2458201.853,0.0847
Kepler-242,286.565695,41.808403,kepler242b,,8.20395,,5020.0,Transit,15.376,2458202.232,0.1142
Kepler-121,286.162064,39.677995,kepler121b,,3.177422,,5311.0,Transit,14.708,2458202.093,0.0615
Kepler-250,289.594765,44.141953,kepler250b,,4.148141,,5160.0,Transit,15.46,2458201.941,0.1001
Kepler-122,291.111883,39.949104,kepler122b,,5.766193,,6050.0,Transit,14.247,2458201.849,0.1602
Kepler-133,297.277976,48.320328,kepler133b,,8.129976,,5736.0,Transit,12.848,2458202.831,0.0863
Kepler-256,292.580445,46.097389,kepler256b,,1.620493,,5551.0,Transit,15.065,2458201.192,0.0934
Kepler-256,292.580445,46.097389,kepler256b,,1.620493,,5551.0,Transit,15.065,2458202.813,0.0934
Kepler-132,283.23581,41.343037,kepler132b,,6.178196,,6003.0,Transit,11.818,2458202.168,0.136
Kepler-130,288.450665,40.245305,kepler130b,,8.457458,,5884.0,Transit,11.529,2458202.816,0.1353
Kepler-255,296.064233,45.976841,kepler255d,,1.04562266,,5573.0,Transit,15.596,2458203.12,0.076121
Kepler-255,296.064233,45.976841,kepler255d,,1.04562266,,5573.0,Transit,15.596,2458202.075,0.076121
Kepler-255,296.064233,45.976841,kepler255d,,1.04562266,,5573.0,Transit,15.596,2458203.12,0.076121
Kepler-255,296.064233,45.976841,kepler255d,,1.04562266,,5573.0,Transit,15.596,2458202.075,0.076121
Kepler-251,296.566237,44.105865,kepler251b,,4.790936,,5526.0,Transit,15.223,2458203.193,0.1127
Kepler-223,298.318356,47.279495,kepler223e,,19.72567,0.0151,,Transit,15.344,2458202.958,
Kepler-95,284.482459,44.398037,kepler95b,,11.5231,0.041,5699.0,Transit,12.346,2458202.96,
Kepler-246,296.483427,42.663429,kepler246c,,11.187161,,5206.0,Transit,15.024,2458203.271,0.1317
Kepler-246,296.483427,42.663429,kepler246b,,4.60182,,5206.0,Transit,15.024,2458201.244,0.0928
Kepler-245,291.638965,42.436317,kepler245e,,3.21982106,,5100.0,Transit,15.599,2458201.923,0.088154
Kepler-243,285.11047,42.033958,kepler243b,,5.715442,,5228.0,Transit,15.086,2458202.81,0.1035
Kepler-96,297.069643,40.525141,kepler96b,,16.2385,0.027,5690.0,Transit,10.297,2458203.003,
Kepler-97,287.326624,48.673431,kepler97b,,2.58664,0.011,5779.0,Transit,12.872,2458201.928,
Kepler-222,287.9061,46.937767,kepler222d,,28.081912,,5433.0,Transit,15.063,2458201.17,0.1892
Kepler-101,283.255489,48.355228,kepler101b,,3.4876812,0.16,5667.0,Transit,13.8,2458203.279,0.161
Kepler-220,291.506237,46.895779,kepler220b,,4.159807,,4632.0,Transit,13.177,2458203.116,0.0677
Kepler-180,295.571343,49.774586,kepler180b,,13.817124,,5731.0,Transit,14.35,2458201.247,0.1558
Kepler-161,290.516491,43.083824,kepler161b,,4.921355,,5078.0,Transit,14.196,2458201.258,0.078
Kepler-109,290.392721,40.284875,kepler109b,,6.48163,,5952.0,Transit,12.365,2458203.274,
Kepler-174,287.439194,43.832092,kepler174b,,13.98179,,4880.0,Transit,14.287,2458202.822,0.1224
Kepler-173,294.646695,41.884106,kepler173b,,4.263742,,6031.0,Transit,14.209,2458202.9,0.0942
WASP-44,3.903165,-11.938115,wasp44b,,2.4238039,0.889,5410.0,Transit,12.9,2458202.36,0.0936
Kepler-107,297.028248,48.208611,kepler107e,,14.749049,,5851.0,Transit,12.487,2458201.822,0.2745
EPIC 220674823,13.07978,10.794699,epic220674823b,,0.571336,0.02832,5496.0,Transit,12.102,2458201.268,0.0745833
WASP-48,291.16233,55.47316,wasp48b,,2.14363544,0.907,6000.0,Transit,11.72,2458202.726,
EPIC 220674823,13.07978,10.794699,epic220674823b,,0.571336,0.02832,5496.0,Transit,12.102,2458202.411,0.0745833
EPIC 220674823,13.07978,10.794699,epic220674823b,,0.571336,0.02832,5496.0,Transit,12.102,2458201.268,0.0745833
Kepler-181,296.151402,50.095806,kepler181c,,4.302149,,5333.0,Transit,14.707,2458202.934,0.0819
EPIC 220674823,13.07978,10.794699,epic220674823b,,0.571336,0.02832,5496.0,Transit,12.102,2458202.411,0.0745833
Kepler-172,283.368413,41.821857,kepler172d,,14.627119,,5526.0,Transit,14.532,2458201.83,0.1475
Kepler-172,283.368413,41.821857,kepler172c,,6.388996,,5526.0,Transit,14.532,2458202.972,0.1412
CoRoT-1,102.079885,-3.102147,corot1b,,1.5089557,1.03,5950.0,Transit,13.6,2458203.454,
Kepler-172,283.368413,41.821857,kepler172b,,2.940309,,5526.0,Transit,14.532,2458201.96,0.1081
WASP-81,304.207886,3.29405,wasp81b,,2.7164762,0.729,5870.0,Transit,,2458203.051,
WASP-85 A,175.908386,6.563726,wasp85ab,,2.6556777,1.265,6112.0,Transit,10.72,2458201.868,0.10816
Kepler-171,296.771914,41.755537,kepler171c,,11.463462,,5642.0,Transit,14.883,2458203.081,0.1069
Kepler-171,296.771914,41.755537,kepler171b,,4.166972,,5642.0,Transit,14.883,2458202.949,0.1142
Kepler-169,285.999891,40.919329,kepler169e,,13.767102,,4997.0,Transit,14.194,2458201.778,0.1213
Kepler-169,285.999891,40.919329,kepler169c,,6.195469,,4997.0,Transit,14.194,2458201.751,0.1273
Kepler-166,293.160171,48.881191,kepler166b,,7.650254,,5413.0,Transit,14.701,2458202.778,0.1145
Kepler-107,297.028248,48.208611,kepler107d,,7.958203,,5851.0,Transit,12.487,2458201.83,0.1782
Kepler-220,291.506237,46.895779,kepler220c,,9.034199,,4632.0,Transit,13.177,2458202.121,0.0619
Kepler-190,288.584039,44.733799,kepler190b,,2.019999,,5106.0,Transit,14.137,2458202.748,0.0759
Kepler-190,288.584039,44.733799,kepler190c,,3.763024,,5106.0,Transit,14.137,2458201.796,0.064
Kepler-217,293.037744,46.277508,kepler217d,,3.88689525,,6171.0,Transit,13.294,2458203.278,0.15242
Kepler-217,293.037744,46.277508,kepler217b,,5.374943,,6171.0,Transit,13.294,2458202.024,0.1671
Kepler-210,292.503389,43.083149,kepler210b,,2.453234,,4559.0,Transit,13.822,2458202.909,0.0728
KOI-13,286.971199,46.868362,koi13b,,1.763588,9.28,7650.0,Transit,9.958,2458202.095,
Qatar-1,303.381672,65.162041,qatar1b,,1.4200242,1.294,5013.0,Transit,12.843,2458202.257,0.06921
Qatar-5,7.053898,42.061333,qatar5b,,2.8792319,4.32,5747.0,Transit,12.82,2458203.407,0.1212
Kepler-207,290.030517,42.16605,kepler207b,,1.611865,,5920.0,Transit,13.182,2458203.195,0.125
Kepler-205,285.287111,41.861172,kepler205b,,2.75564,,4321.0,Transit,13.506,2458203.143,0.0812
Kepler-82,292.87339,42.966137,kepler82d,,2.382961,,5428.0,Transit,15.158,2458201.76,0.0844
Kepler-119,295.946421,42.658924,kepler119b,,2.422082,,5595.0,Transit,14.236,2458201.841,0.1072
WASP-12,97.63664,29.672291,wasp12b,,1.0914203,1.47,6360.0,Transit,11.69,2458202.344,0.12483
WASP-32,3.961682,1.200451,wasp32b,,2.718659,3.6,6100.0,Transit,11.3,2458201.39,0.101
WASP-12,97.63664,29.672291,wasp12b,,1.0914203,1.47,6360.0,Transit,11.69,2458203.436,0.12483
WASP-12,97.63664,29.672291,wasp12b,,1.0914203,1.47,6360.0,Transit,11.69,2458202.344,0.12483
WASP-12,97.63664,29.672291,wasp12b,,1.0914203,1.47,6360.0,Transit,11.69,2458203.436,0.12483
WASP-12,97.63664,29.672291,wasp12b,,1.0914203,1.47,6360.0,Transit,11.69,2458201.253,0.12483
WASP-12,97.63664,29.672291,wasp12b,,1.0914203,1.47,6360.0,Transit,11.69,2458202.344,0.12483
WASP-12,97.63664,29.672291,wasp12b,,1.0914203,1.47,6360.0,Transit,11.69,2458203.436,0.12483
WASP-12,97.63664,29.672291,wasp12b,,1.0914203,1.47,6360.0,Transit,11.69,2458201.253,0.12483
Kepler-203,297.089977,41.388039,kepler203b,,3.162697,,5821.0,Transit,13.989,2458203.291,0.0792
Kepler-115,297.711849,45.261925,kepler115b,,2.403679,,5979.0,Transit,13.431,2458203.08,0.0544
Kepler-200,284.40992,41.237465,kepler200b,,8.594805,,5678.0,Transit,13.984,2458201.897,0.1472
Kepler-194,291.971445,47.864174,kepler194b,,2.092281,,6089.0,Transit,14.915,2458202.818,0.098
Kepler-191,291.183386,45.323177,kepler191d,,5.94504102,,5282.0,Transit,14.808,2458201.905,0.107129
WASP-12,97.63664,29.672291,wasp12b,,1.0914203,1.47,6360.0,Transit,11.69,2458201.253,0.12483
Kepler-256,292.580445,46.097389,kepler256b,,1.620493,,5551.0,Transit,15.065,2458202.813,0.0934
Kepler-286,290.676145,48.294289,kepler286c,,3.468095,,5580.0,Transit,15.587,2458201.268,0.096
Kepler-256,292.580445,46.097389,kepler256c,,3.38802,,5551.0,Transit,15.065,2458201.823,0.1095
Kepler-407,286.036347,49.614506,kepler407b,,0.66931,,5476.0,Transit,12.521,2458201.238,
Kepler-407,286.036347,49.614506,kepler407b,,0.66931,,5476.0,Transit,12.521,2458201.907,
